,HEAD1,HEAD1,HEAD1,HEAD1,HEAD1,HEAD2,HEAD2,HEAD2,HEAD2,HEAD2,HEAD3,HEAD3,HEAD3,HEAD3,HEAD3,FINALL,FINALL,FINALL,FINALL,FINALL,,
10,2.9743748,2.9890327,3.03785,3.0206087,2.9702232,3.00621,3.051927,3.0192103,3.0538316,3.0125766,3.0191944,3.0242515,2.9877338,3.066507,2.9877355,8.9997792,9.0652112,9.0447941,9.1409473,8.9705353,9.1409473,4
11,2.9623199,2.9734113,3.027824,3.0119035,2.9609125,2.9962168,3.0359755,3.0102851,3.0451636,3.002195,3.0081968,3.0086362,2.9776683,3.0578372,2.9784214,8.9667335,9.018023,9.0157774,9.1149043,8.9415289,9.1149043,4
12,2.9512773,2.9505856,3.0175333,2.9988956,2.9505222,2.9863873,3.0124352,3.0007794,3.0317144,2.990433,2.9982173,2.9856768,2.967286,3.0449817,2.9676166,8.9358819,8.9486976,8.9855987,9.0755917,8.9085718,9.0755917,4
13,2.950851,2.9378657,3.0096884,2.985906,2.947576,2.9853258,2.9990554,2.9927783,3.0175042,2.9855947,2.9981902,2.9727836,2.9592338,3.0316055,2.963896,8.934367,8.9097047,8.9617005,9.0350157,8.8970667,9.0350157,4
14,2.9552124,2.9299567,3.002201,2.9723198,2.9476078,2.9880695,2.9905455,2.984663,3.0023022,2.9835536,3.0025706,2.964672,2.9515038,3.0173237,2.96301,8.9458525,8.8851742,8.9383678,8.9919457,8.8941714,8.9919457,4
15,2.9513922,2.9154756,2.98925,2.9534473,2.9390833,2.9828196,2.9750617,2.9710162,2.9819226,2.9730394,2.999051,2.9499948,2.938684,2.9980516,2.9539146,8.9332628,8.8405321,8.8989502,8.9334215,8.8660373,8.9334215,4
16,2.9697394,2.9130957,2.9995644,2.9652352,2.9534476,3.00006,2.9710424,2.9798198,2.9931455,2.9840684,3.019516,2.9481378,2.9481375,3.0111387,2.968093,8.9893154,8.8322759,8.9275217,8.9695194,8.905609,8.9893154,1
17,2.9869976,2.9105594,3.011555,2.9851167,2.9693432,3.0166047,2.9666388,2.9903526,3.013052,2.9967437,3.0399234,2.9467568,2.959499,3.0330813,2.9847383,9.0435257,8.823955,8.9614066,9.03125,8.9508252,9.0435257,1
18,3.0052686,2.9275641,3.0114465,3.0023127,2.9833777,3.0331411,2.980874,2.9881434,3.0282903,3.0071719,3.0594447,2.9641166,2.959134,3.0504353,3.0003412,9.0978544,8.8725547,8.9587239,9.0810383,8.9908908,9.0978544,1
19,3.0221872,2.950799,3.0092812,3.0150082,2.9959822,3.0481346,3.001069,2.9834487,3.0383692,3.0160882,3.0769796,2.987299,2.9564571,3.0625346,3.0143797,9.1473014,8.939167,8.949187,9.115912,9.0264501,9.1473014,1
20,3.037212,2.9738848,3.005835,3.026492,3.0070765,3.061643,3.0214808,2.977816,3.04766,3.0238388,3.0926158,3.0104306,2.9525,3.0734954,3.0270772,9.1914708,9.0057962,8.936151,9.1476474,9.0579925,9.1914708,1
21,3.0523744,2.9953537,3.0028112,3.0390677,3.0175233,3.0755196,3.040677,2.972897,3.0583265,3.0313885,3.1083376,3.0319254,2.9489398,3.0856254,3.0391014,9.2362316,9.0679561,8.924648,9.1830196,9.0880132,9.2362316,1
22,3.0700183,3.015174,2.9983125,3.0548255,3.0254421,3.0927875,3.0597124,2.9676676,3.0729864,3.037729,3.1263752,3.051815,2.9441109,3.1010315,3.0488012,9.289181,9.1267014,8.910091,9.2288434,9.1119723,9.289181,1
23,3.1022353,3.0335577,2.9967358,3.0809915,3.0472374,3.1238265,3.0767272,2.9669712,3.0980525,3.0574744,3.1579945,3.069119,2.9437103,3.1268122,3.0732422,9.3840563,9.1794039,8.9074173,9.3058562,9.177954,9.3840563,1
24,3.1391938,3.0420775,3.0016246,3.1134648,3.075265,3.1588342,3.0834966,2.9731476,3.1293035,3.0830896,3.1944544,3.0758612,2.9510224,3.1591635,3.1044219,9.4924824,9.2014353,8.9257946,9.4019318,9.2627765,9.4924824,1
25,3.1582313,3.0326633,3.0045526,3.13356,3.0899472,3.1766794,3.0729082,2.9775207,3.1483107,3.0959942,3.2140353,3.064869,2.9569404,3.1793997,3.1221645,9.548946,9.1704405,8.9390137,9.4612704,9.3081059,9.548946,1
26,3.1452875,3.007445,2.9709227,3.1139762,3.0704648,3.164058,3.0482967,2.9467509,3.1291552,3.0771568,3.2005165,3.0385075,2.9257436,3.1595442,3.1050649,9.509862,9.0942492,8.8434172,9.4026756,9.2526865,9.509862,1
27,3.13242,2.9829655,2.9339468,3.0951204,3.0508368,3.1510093,3.0241532,2.913039,3.1108627,3.0586336,3.186387,3.012561,2.8919947,3.140116,3.0874572,9.4698163,9.0196797,8.7389805,9.3460991,9.1969276,9.4698163,1
28,3.1097572,2.9629028,2.9101818,3.084612,3.033729,3.1282058,3.003912,2.8928514,3.10033,3.041889,3.1633666,2.9917846,2.8734336,3.1296613,3.0716841,9.4013296,8.9585994,8.6764668,9.3146033,9.1473021,9.4013296,1
29,3.0852711,2.9453442,2.8862987,3.0816057,3.016115,3.1032968,2.9862719,2.872397,3.096994,3.0239937,3.1386666,2.9739122,2.8548229,3.1270945,3.0550497,9.3272345,8.9055283,8.6135186,9.3056942,9.0951584,9.3272345,1
30,3.0593257,2.927471,2.8613453,3.076086,2.9960482,3.0772114,2.96834,2.850804,3.091196,3.0038235,3.112635,2.9557922,2.8349652,3.1220622,3.0362487,9.2491721,8.8516032,8.5471145,9.2893442,9.0361204,9.2893442,4
31,3.0097525,2.8824158,2.812717,3.0549521,2.9527922,3.0278645,2.9244223,2.8083441,3.0706456,2.961364,3.0627594,2.9106753,2.7945337,3.1024506,2.9961689,9.1003764,8.7175134,8.4155948,9.2280483,8.9103251,9.2280483,4
32,2.9757547,2.839558,2.770882,3.0456603,2.922162,2.9933612,2.8824232,2.7726142,3.0615306,2.9310308,3.0279708,2.8675687,2.7606673,3.0942492,2.9684117,8.9970867,8.5895499,8.3041635,9.2014401,8.8216045,9.2014401,4
33,2.9952717,2.8433876,2.7720027,3.0791237,2.9470193,3.0121703,2.8850024,2.7790308,3.095656,2.9509943,3.0475683,2.8720708,2.766984,3.1308496,2.993349,9.0550103,8.6004608,8.3180175,9.3056293,8.8913626,9.3056293,4
34,2.9587867,2.833406,2.7463741,2.9957924,2.9315255,2.9762325,2.874638,2.760977,3.016203,2.9348464,3.010117,2.859387,2.7467675,3.055306,2.979972,8.9451362,8.567431,8.2541186,9.0673014,8.8463439,9.0673014,4
35,2.9205222,2.8102193,2.7350156,2.855481,2.8416624,2.935086,2.8488255,2.755205,2.878172,2.8460982,2.9661844,2.8311045,2.7413425,2.9186633,2.8907359,8.8217926,8.4901493,8.2315631,8.6523163,8.5784965,8.8217926,1
36,2.922058,2.783222,2.785361,2.7525883,2.7692306,2.9314528,2.8182871,2.8082159,2.773068,2.7714114,2.962519,2.799653,2.7954655,2.8144255,2.818432,8.8160298,8.4011621,8.3890424,8.3400818,8.359074,8.8160298,1
37,2.9316206,2.7814887,2.8352005,2.6694813,2.7436938,2.9392328,2.810845,2.857277,2.6849976,2.7447608,2.9684942,2.7931232,2.850401,2.7289178,2.7960224,8.8393476,8.3854569,8.5428785,8.0833967,8.284477,8.8393476,1
38,2.9262605,2.7188344,2.763418,2.54396,2.6394072,2.934647,2.74885,2.7860372,2.5583286,2.6484306,2.9587858,2.725409,2.7821085,2.5995314,2.702785,8.8196933,8.1930934,8.3315637,7.70182,7.9906228,8.8196933,1
39,2.9428046,2.675079,2.6297197,2.411376,2.563099,2.9573238,2.7056665,2.6574433,2.419408,2.5818427,2.9766386,2.680095,2.650849,2.465433,2.633604,8.876767,8.0608405,7.938012,7.296217,7.7785457,8.876767,1
40,2.9692297,2.6362436,2.4997535,2.288692,2.503283,2.9891257,2.666002,2.5308228,2.2885385,2.5304015,3.005037,2.6390522,2.5218976,2.3409882,2.5782247,8.9633924,7.9412978,7.5524739,6.9182187,7.6119092,8.9633924,1
41,3.0125027,2.5896976,2.38652,2.1825552,2.4629955,3.0360224,2.6179702,2.418614,2.1744096,2.4981594,3.0508819,2.5907168,2.4078631,2.233246,2.541774,9.099407,7.7983846,7.2129971,6.5902108,7.5029289,9.099407,1
42,3.05234,2.5533009,2.2790706,2.0807128,2.417649,3.0780582,2.5794098,2.3115122,2.0649595,2.4617517,3.0920913,2.5534885,2.2984605,2.12939,2.4990416,9.2224895,7.6861992,6.8890433,6.2750623,7.3784423,9.2224895,1
43,2.7449074,2.6179392,2.1215706,2.1640325,1.64656,2.7585242,2.654845,2.1728706,2.151279,1.7860402,2.7323623,2.63491,2.154193,2.1616695,1.7060032,8.2357939,7.9076942,6.4486342,6.476981,5.1386034,8.2357939,1
44,2.7176213,2.6720927,2.0385785,2.02513,1.6186225,2.7371294,2.7034647,2.0962036,2.0123389,1.7674636,2.7070358,2.6979902,2.072403,2.0263524,1.6800474,8.1617865,8.0735476,6.2071851,6.0638213,5.0661335,8.1617865,1
45,2.648506,2.715128,1.9481257,1.8539999,1.5968446,2.6773927,2.7417195,2.012807,1.8454523,1.7535768,2.6417582,2.7505016,1.9847337,1.8612529,1.6618514,7.9676569,8.2073491,5.9456664,5.5607051,5.0122728,8.2073491,2
46,2.651583,2.1107204,1.9741575,2.071651,2.5240788,2.7135174,2.177826,2.051499,2.0739644,2.599155,2.6699677,2.148498,1.968265,2.0988255,2.6520562,8.0350681,6.4370444,5.9939215,6.2444409,7.77529,8.0350681,1
47,2.6835327,2.0928383,2.055969,2.0038378,2.5621989,2.748854,2.1601229,2.1296337,1.9989392,2.6292589,2.7053928,2.132215,2.0485291,2.026994,2.695077,8.1377795,6.3851762,6.2341318,6.029771,7.8865348,8.1377795,1
48,2.687754,2.0688918,2.117346,1.9599679,2.601158,2.7576222,2.1364613,2.1849687,1.9488659,2.6593559,2.7113812,2.1090147,2.1107478,1.9794514,2.738215,8.1567574,6.3143678,6.4130625,5.8882852,7.9987289,8.1567574,1
49,2.702284,2.0860121,2.1679077,1.9579654,2.5775628,2.7736328,2.1509547,2.2268624,1.94072,2.6311276,2.7250097,2.125924,2.1594286,1.9734073,2.714206,8.2009265,6.3628908,6.5541987,5.8720927,7.9228964,8.2009265,1
50,2.6801891,2.058661,2.1456647,1.8937699,2.4809847,2.7554872,2.122675,2.2002375,1.8747488,2.5361068,2.7019818,2.099628,2.1347876,1.9058201,2.6143663,8.1376581,6.280964,6.4806898,5.6743388,7.6314578,8.1376581,1
51,2.67448,2.0522943,2.1368644,1.839875,2.400621,2.7518752,2.1136463,2.186749,1.8206986,2.4575264,2.6939883,2.0943694,2.1218014,1.8491935,2.5291731,8.1203435,6.26031,6.4454148,5.5097671,7.3873205,8.1203435,1
52,1.7827442,1.7739093,2.1216733,1.8719039,2.0585096,1.9367642,1.8034227,2.1519253,1.8477516,2.1729505,1.7899505,1.7891234,2.1067228,1.8898926,2.2017722,5.5094589,5.3664554,6.3803214,5.6095481,6.4332323,6.4332323,5
53,1.7071133,1.8935206,2.238113,1.9185652,2.1537027,1.866134,1.9076953,2.2569435,1.8865476,2.2643256,1.7078208,1.8981713,2.2231002,1.9363828,2.2970474,5.2810681,5.6993872,6.7181567,5.7414956,6.7150757,6.7181567,3
54,1.6398349,1.984164,2.3247685,1.9330099,2.2352583,1.8001008,1.9835505,2.328731,1.8955535,2.3414552,1.6333528,1.9804018,2.3099403,1.9508711,2.3771658,5.0732885,5.9481163,6.9634398,5.7794345,6.9538793,6.9634398,3
55,1.6103766,2.081765,2.4147565,1.9611406,2.2988994,1.7727072,2.0679872,2.4046085,1.9172854,2.4020236,1.6006927,2.0702643,2.4029725,1.9800638,2.439044,4.9837765,6.2200165,7.2223375,5.8584898,7.139967,7.2223375,3
56,0.85963464,1.812992,2.1614063,1.4733325,1.7083938,0.82612646,1.7518957,2.0624583,1.5265207,1.7516654,0.88582325,1.7119627,2.1044264,1.6206535,1.7831135,2.57158435,5.2768504,6.328291,4.6205067,5.2431727,6.328291,3
57,0.49991947,1.6742446,2.007715,1.2009063,1.5065812,0.48592538,1.6128993,1.914677,1.2567651,1.5705421,0.5409894,1.5733137,1.9555858,1.3604436,1.5821134,1.52683425,4.8604576,5.8779778,3.818115,4.6592367,5.8779778,3
58,3.6905134,2.4634502,2.7169666,2.3381286,2.5908525,3.6206927,2.445632,2.6589074,2.24012,2.5956154,3.7606585,2.5309267,2.6626296,2.3525727,2.5206459,11.0718646,7.4400089,8.0385036,6.9308213,7.7071138,11.0718646,1
59,3.8862195,2.5114012,2.8324862,2.4154813,2.7155297,3.7929018,2.477084,2.7578514,2.3092175,2.7088332,3.9509985,2.5775712,2.7772267,2.4278939,2.637509,11.6301198,7.5660564,8.3675643,7.1525927,8.0618719,11.6301198,1
60,2.9005768,1.7529336,2.5989163,2.3940217,2.672162,2.8795874,1.8043582,2.6707895,2.3216033,2.6688006,2.9961944,1.856185,2.6058226,2.3550422,2.6913495,8.7763586,5.4134768,7.8755284,7.0706672,8.0323121,8.7763586,1
61,2.6461663,1.7505188,2.3497646,2.2739093,2.3861961,2.6263747,1.8001311,2.4605188,2.1997929,2.400863,2.721,1.842139,2.3730116,2.2619388,2.3965414,7.993541,5.3927889,7.183295,6.735641,7.1836005,7.993541,1
62,3.235175,2.5698729,2.703957,3.2309372,3.459634,3.2726674,2.6157403,2.7606058,3.111772,3.3615973,3.335321,2.6763737,2.6465805,3.3242047,3.4222243,9.8431634,7.8619869,8.1111433,9.6669139,10.2434556,10.2434556,5
63,3.3121877,2.7124014,2.7232673,3.4144557,3.3719099,3.3382623,2.7480578,2.7842562,3.2893171,3.2683809,3.3993585,2.8162677,2.680494,3.521204,3.3308685,10.0498085,8.2767269,8.1880175,10.2249768,9.9711593,10.2249768,4
64,3.3709517,2.807338,2.6998382,3.4879553,3.185793,3.3837368,2.8346117,2.7622788,3.36239,3.0857918,3.4447286,2.9092155,2.666665,3.6030564,3.1392286,10.1994171,8.5511652,8.128782,10.4534017,9.4108134,10.4534017,4
65,3.3770208,2.856182,2.6556573,3.5229516,2.999977,3.3849866,2.8805926,2.717877,3.3950436,2.904676,3.4436703,2.95541,2.6254292,3.6402345,2.9479084,10.2056777,8.6921846,7.9989635,10.5582297,8.8525614,10.5582297,4
66,3.3733914,2.909454,2.6652257,3.5020108,2.8093882,3.3788538,2.9299486,2.725035,3.3719454,2.7186038,3.4391003,3.005886,2.640956,3.6208875,2.7541492,10.1913455,8.8452886,8.0312167,10.4948437,8.2821412,10.4948437,4
67,0.36694193,1.5447762,0.18138897,-0.009077534,1.742884,0.3888117,1.5418892,0.22637784,0.11688878,1.8098488,0.3349346,1.5056903,0.12146896,0.12092924,1.8222495,1.09068823,4.5923557,0.52923577,0.228740486,5.3749823,5.3749823,5
68,0.42012334,1.8871131,0.2803626,0.07856837,1.8249524,0.4289741,1.8555789,0.31289667,0.17098391,1.8856966,0.39838302,1.854679,0.21082668,0.20150554,1.8875047,1.24748046,5.597371,0.80408595,0.45105782,5.5981537,5.5981537,5
69,0.53454137,2.2828114,0.43779546,0.2561791,1.9497846,0.5287574,2.220725,0.45619705,0.31363016,2.0031884,0.5205262,2.2557027,0.35453284,0.36989838,1.9963247,1.58382497,6.7592391,1.24852535,0.93970764,5.9492977,6.7592391,2
70,0.6367049,2.6723316,0.581495,0.4415505,2.0883467,0.6192201,2.5799112,0.58859825,0.4681297,2.1356175,0.6292238,2.6478653,0.4833352,0.54717803,2.1209788,1.8851488,7.9001081,1.65342845,1.45685823,6.344943,7.9001081,2
71,-0.42345017,3.4153266,0.7168822,0.3350681,3.119449,-0.37187114,3.31304,0.78508115,0.4043874,3.1589212,-0.3908024,3.3162315,0.6297781,0.43292,3.226436,-1.18612371,10.0445981,2.13174145,1.1723755,9.5048062,10.0445981,2
72,2.6506271,2.9524179,2.7892218,2.1582534,3.192362,2.6334784,2.908612,2.819685,2.089371,3.07535,2.748956,2.973198,2.8083205,2.3212345,3.2558787,8.0330615,8.8342279,8.4172273,6.5688589,9.5235907,9.5235907,5
73,2.2354264,2.925171,3.0216894,2.110767,3.3008614,2.2005386,2.886215,3.0317483,2.0650191,3.2492032,2.2751563,2.9232807,3.0174067,2.2539344,3.4112568,6.7111213,8.7346667,9.0708444,6.4297205,9.9613214,9.9613214,5
74,2.1662412,2.5732548,2.477461,2.0356307,3.1150165,2.098498,2.527185,2.5047286,1.9999862,3.1379228,2.2422073,2.6025553,2.4491777,2.1307116,3.0865123,6.5069465,7.7029951,7.4313673,6.1663285,9.3394516,9.3394516,5
75,1.9675899,1.8216051,1.496912,1.2620273,2.0567513,2.0649238,1.8792882,1.5843071,1.2907383,2.1442904,2.0639565,1.8669803,1.5095695,1.299508,2.0801463,6.0964702,5.5678736,4.5907886,3.8522736,6.281188,6.281188,5
76,1.9965184,1.8455552,1.5414466,1.1388751,2.0340412,2.090146,1.8950164,1.6184547,1.1546609,2.111453,2.1042895,1.8947439,1.5532681,1.1715842,2.0563807,6.1909539,5.6353155,4.7131694,3.4651202,6.2018749,6.2018749,5
77,2.001015,1.9053578,1.5851209,1.0163099,2.0330975,2.0870063,1.9438012,1.6512378,1.0200282,2.1031625,2.1199303,1.9593639,1.5934128,1.0487819,2.0560708,6.2079516,5.8085229,4.8297715,3.08512,6.1923308,6.2079516,1
78,2.0218964,2.0844154,2.3136816,1.4078817,2.1504924,2.0311341,2.127965,2.3824024,1.4188359,2.2341595,2.0518093,2.095946,2.3207333,1.4179845,2.19074,6.1048398,6.3083264,7.0168173,4.2447021,6.5753919,7.0168173,3
79,1.493717,1.8457452,1.820522,0.7983824,2.2927246,1.4969909,1.881685,1.8834372,0.85993236,2.3719141,1.5215113,1.8377687,1.827821,0.8678305,2.3332376,4.5122192,5.5651989,5.5317802,2.52614526,6.9978763,6.9978763,5
